<font size="7">感冒</font>	<b><font size="5">gǎnmào</font></b><br>to catch cold<br>(common) cold<br>CL:場|场[chang2],次[ci4]<br>(coll.) to be interested in (often used in the negative)<br>(Tw) to detest<br>can't stand	textbook,lesson_5
<font size="7">季节</font>	<b><font size="5">jìjié</font></b><br>time<br>season<br>period<br>CL:個|个[ge4]	textbook,lesson_5
<font size="7">当然</font>	<b><font size="5">dāngrán</font></b><br>only natural<br>as it should be<br>certainly<br>of course<br>without doubt	textbook,lesson_5
<font size="7">春</font>	<b><font size="5">chūn</font></b><br>spring (time)<br>gay<br>joyful<br>youthful<br>love<br>lust<br>life	textbook,lesson_5
<font size="7">草</font>	<b><font size="5">cǎo</font></b><br>variant of 肏[cao4]	textbook,lesson_5
<font size="7">夏</font>	<b><font size="5">xià</font></b><br>summer	textbook,lesson_5
<font size="7">裙子</font>	<b><font size="5">qúnzǐ</font></b><br>skirt<br>CL:條|条[tiao2]	textbook,lesson_5
<font size="7">最近</font>	<b><font size="5">zùijìn</font></b><br>recent<br>recently<br>these days<br>latest<br>soon<br>nearest (of locations)<br>shortest (of routes)	textbook,lesson_5
<font size="7">越</font>	<b><font size="5">yuè</font></b><br>to exceed<br>to climb over<br>to surpass<br>the more... the more	textbook,lesson_5
<font size="7">眼睛</font>	<b><font size="5">yǎnjīng</font></b><br>eye<br>CL:隻|只[zhi1],雙|双[shuang1]	textbook,lesson_6
<font size="7">突然</font>	<b><font size="5">tūrán</font></b><br>sudden<br>abrupt<br>unexpected	textbook,lesson_6
<font size="7">离开</font>	<b><font size="5">líkāi</font></b><br>to depart<br>to leave	textbook,lesson_6
<font size="7">清楚</font>	<b><font size="5">qīngchǔ</font></b><br>clear<br>distinct<br>to understand thoroughly<br>to be clear about	textbook,lesson_6
<font size="7">刚才</font>	<b><font size="5">gāngcái</font></b><br>(just) a moment ago	textbook,lesson_6
<font size="7">帮忙</font>	<b><font size="5">bāngmáng</font></b><br>to help<br>to lend a hand<br>to do a favor<br>to do a good turn	textbook,lesson_6
<font size="7">特别</font>	<b><font size="5">tèbié</font></b><br>especially<br>special<br>particular<br>unusual	textbook,lesson_6
<font size="7">讲</font>	<b><font size="5">jiǎng</font></b><br>to speak<br>to explain<br>to negotiate<br>to emphasise<br>to be particular about<br>as far as sth is concerned<br>speech<br>lecture	textbook,lesson_6
<font size="7">明白</font>	<b><font size="5">míngbái</font></b><br>clear<br>obvious<br>unequivocal<br>to understand<br>to realize	textbook,lesson_6
<font size="7">锻炼</font>	<b><font size="5">duànliàn</font></b><br>to toughen<br>to temper<br>to engage in physical exercise<br>to work out<br>(fig.) to develop one's skills<br>to train oneself	textbook,lesson_6
<font size="7">音乐</font>	<b><font size="5">yīnlè</font></b><br>music<br>CL:張|张[zhang1],曲[qu3],段[duan4]	textbook,lesson_6
<font size="7">公园</font>	<b><font size="5">gōngyuán</font></b><br>park (for public recreation)<br>CL:個|个[ge4],座[zuo4]	textbook,lesson_6
<font size="7">聊天</font>	<b><font size="5">liáotiān</font></b><br>to chat<br>to gossip	textbook,lesson_6
<font size="7">睡着</font>	<b><font size="5">shùizháo</font></b><br>to fall asleep	textbook,lesson_6
<font size="7">更</font>	<b><font size="5">gèng</font></b><br>more<br>even more<br>further<br>still<br>still more	textbook,lesson_6
<font size="7">同时</font>	<b><font size="5">tóngshí</font></b><br>at the same time<br>simultaneously	textbook,lesson_7
<font size="7">以前</font>	<b><font size="5">yǐqián</font></b><br>before<br>formerly<br>previous<br>ago	textbook,lesson_7
<font size="7">银行</font>	<b><font size="5">yínxíng</font></b><br>bank<br>CL:家[jia1],個|个[ge4]	textbook,lesson_7
<font size="7">久</font>	<b><font size="5">jǐu</font></b><br>(long) time<br>(long) duration of time	textbook,lesson_7
<font size="7">感兴趣</font>	<b><font size="5">gǎnxīngqù</font></b><br>to be interested	textbook,lesson_7
<font size="7">结婚</font>	<b><font size="5">jiéhūn</font></b><br>to marry<br>to get married<br>CL:次[ci4]	textbook,lesson_7
<font size="7">欢迎</font>	<b><font size="5">huānyíng</font></b><br>to welcome<br>welcome	textbook,lesson_7
<font size="7">迟到</font>	<b><font size="5">chídào</font></b><br>to arrive late	textbook,lesson_7
<font size="7">半</font>	<b><font size="5">bàn</font></b><br>half<br>semi-<br>incomplete<br>(after a number) and a half	textbook,lesson_7
<font size="7">接</font>	<b><font size="5">jiē</font></b><br>to receive<br>to answer (the phone)<br>to meet or welcome sb<br>to connect<br>to catch<br>to join<br>to extend<br>to take one's turn on duty<br>to take over for sb	textbook,lesson_7
<font size="7">刻</font>	<b><font size="5">kè</font></b><br>quarter (hour)<br>moment<br>to carve<br>to engrave<br>to cut<br>oppressive<br>classifier for short time intervals	textbook,lesson_7
<font size="7">差</font>	<b><font size="5">chà</font></b><br>to send<br>to commission<br>messenger<br>mission	textbook,lesson_7
<font size="7">又</font>	<b><font size="5">yòu</font></b><br>(once) again<br>also<br>both... and...<br>and yet<br>(used for emphasis) anyway	textbook,lesson_8
<font size="7">满意</font>	<b><font size="5">mǎnyì</font></b><br>satisfied<br>pleased<br>to one's satisfaction	textbook,lesson_8
<font size="7">电梯</font>	<b><font size="5">diàntī</font></b><br>elevator<br>escalator<br>CL:臺|台[tai2],部[bu4]	textbook,lesson_8
<font size="7">层</font>	<b><font size="5">céng</font></b><br>layer<br>stratum<br>laminated<br>floor (of a building)<br>storey<br>classifier for layers<br>repeated<br>sheaf (math.)	textbook,lesson_8
<font size="7">害怕</font>	<b><font size="5">hàipà</font></b><br>to be afraid<br>to be scared	textbook,lesson_8
<font size="7">熊猫</font>	<b><font size="5">xióngmāo</font></b><br>panda<br>CL:隻|只[zhi1]	textbook,lesson_8
<font size="7">见面</font>	<b><font size="5">jiànmiàn</font></b><br>to meet<br>to see each other<br>CL:次[ci4]	textbook,lesson_8
<font size="7">安静</font>	<b><font size="5">ānjìng</font></b><br>quiet<br>peaceful<br>calm	textbook,lesson_8
<font size="7">可乐</font>	<b><font size="5">kělè</font></b><br>amusing<br>entertaining<br>(loanword) cola	textbook,lesson_8
<font size="7">一会儿</font>	<b><font size="5">yīhùiér</font></b><br>a moment<br>a while<br>in a moment<br>now...now...<br>also pr. [yi1 hui3 r5]	textbook,lesson_8
<font size="7">马上</font>	<b><font size="5">mǎshàng</font></b><br>at once<br>right away<br>immediately<br>on horseback (i.e. by military force)	textbook,lesson_8
<font size="7">洗手间</font>	<b><font size="5">xǐshǒujiān</font></b><br>toilet<br>lavatory<br>washroom	textbook,lesson_8
<font size="7">老</font>	<b><font size="5">lǎo</font></b><br>prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity<br>old (of people)<br>venerable (person)<br>experienced<br>of long standing<br>always<br>all the time<br>of the past<br>very<br>outdated<br>(of meat etc) tough	textbook,lesson_8
<font size="7">几乎</font>	<b><font size="5">jīhū</font></b><br>almost<br>nearly<br>practically	textbook,lesson_8
<font size="7">变化</font>	<b><font size="5">biànhuà</font></b><br>change<br>variation<br>to change<br>to vary<br>CL:個|个[ge4]	textbook,lesson_8
<font size="7">健康</font>	<b><font size="5">jiànkāng</font></b><br>health<br>healthy	textbook,lesson_8
<font size="7">重要</font>	<b><font size="5">zhòngyào</font></b><br>important<br>significant<br>major	textbook,lesson_8
<font size="7">中文</font>	<b><font size="5">zhōngwén</font></b><br>Chinese language	textbook,lesson_9
<font size="7">班</font>	<b><font size="5">bān</font></b><br>team<br>class<br>squad<br>work shift<br>ranking<br>CL:個|个[ge4]<br>classifier for groups	textbook,lesson_9
<font size="7">一样</font>	<b><font size="5">yīyáng</font></b><br>same<br>like<br>equal to<br>the same as<br>just like	textbook,lesson_9
<font size="7">最后</font>	<b><font size="5">zùihòu</font></b><br>final<br>last<br>finally<br>ultimate	textbook,lesson_9
<font size="7">放心</font>	<b><font size="5">fàngxīn</font></b><br>to feel relieved<br>to feel reassured<br>to be at ease	textbook,lesson_9
<font size="7">一定</font>	<b><font size="5">yīdìng</font></b><br>surely<br>certainly<br>necessarily<br>fixed<br>a certain (extent etc)<br>given<br>particular<br>must	textbook,lesson_9
<font size="7">担心</font>	<b><font size="5">dànxīn</font></b><br>anxious<br>worried<br>uneasy<br>to worry<br>to be anxious	textbook,lesson_9
<font size="7">比较</font>	<b><font size="5">bǐjiào</font></b><br>to compare<br>to contrast<br>comparatively<br>relatively<br>quite<br>comparison	textbook,lesson_9
<font size="7">了解</font>	<b><font size="5">lejiě</font></b><br>to understand<br>to realize<br>to find out	textbook,lesson_9
<font size="7">先</font>	<b><font size="5">xiān</font></b><br>early<br>prior<br>former<br>in advance<br>first	textbook,lesson_9
<font size="7">中间</font>	<b><font size="5">zhōngjiān</font></b><br>between<br>intermediate<br>mid<br>middle	textbook,lesson_9
<font size="7">参加</font>	<b><font size="5">cānjiā</font></b><br>to participate<br>to take part<br>to join	textbook,lesson_9
<font size="7">影响</font>	<b><font size="5">yǐngxiǎng</font></b><br>influence<br>effect<br>to influence<br>to affect (usually adversely)<br>to disturb<br>CL:股[gu3]	textbook,lesson_9
<font size="7">个子</font>	<b><font size="5">gèzǐ</font></b><br>height<br>stature<br>build<br>size	textbook,lesson_10
<font size="7">矮</font>	<b><font size="5">ǎi</font></b><br>low<br>short (in length)	textbook,lesson_10
<font size="7">历史</font>	<b><font size="5">lìshǐ</font></b><br>history<br>CL:門|门[men2],段[duan4]	textbook,lesson_10
<font size="7">体育</font>	<b><font size="5">tǐyù</font></b><br>sports<br>physical education	textbook,lesson_10
<font size="7">数学</font>	<b><font size="5">shùxué</font></b><br>mathematics<br>mathematical	textbook,lesson_10
<font size="7">方便</font>	<b><font size="5">fāngbiàn</font></b><br>convenient<br>suitable<br>to facilitate<br>to make things easy<br>having money to spare<br>(euphemism) to relieve oneself	textbook,lesson_10
<font size="7">自行车</font>	<b><font size="5">zìxíngchē</font></b><br>bicycle<br>bike<br>CL:輛|辆[liang4]	textbook,lesson_10
<font size="7">骑</font>	<b><font size="5">qí</font></b><br>to ride (an animal or bike)<br>to sit astride<br>classifier for saddle-horses	textbook,lesson_10
<font size="7">旧</font>	<b><font size="5">jìu</font></b><br>old<br>opposite: new 新<br>former<br>worn (with age)	textbook,lesson_10
<font size="7">换</font>	<b><font size="5">huàn</font></b><br>to exchange<br>to change (clothes etc)<br>to substitute<br>to switch<br>to convert (currency)	textbook,lesson_10
<font size="7">地方</font>	<b><font size="5">dìfāng</font></b><br>area<br>place<br>space<br>room<br>territory<br>CL:處|处[chu4],個|个[ge4],塊|块[kuai4]	textbook,lesson_10
<font size="7">中介</font>	<b><font size="5">zhōngjiè</font></b><br>to act as intermediary<br>to link<br>intermediate<br>inter-<br>agency<br>agent	textbook,lesson_10
<font size="7">主要</font>	<b><font size="5">zhǔyào</font></b><br>main<br>principal<br>major<br>primary	textbook,lesson_10
<font size="7">环境</font>	<b><font size="5">huánjìng</font></b><br>environment<br>circumstances<br>surroundings<br>CL:個|个[ge4]<br>ambient	textbook,lesson_10
<font size="7">附近</font>	<b><font size="5">fùjìn</font></b><br>(in the) vicinity<br>nearby<br>neighboring<br>next to	textbook,lesson_10
<font size="7">图书馆</font>	<b><font size="5">túshūguǎn</font></b><br>library<br>CL:家[jia1],個|个[ge4]	textbook,lesson_11
<font size="7">借</font>	<b><font size="5">jiè</font></b><br>variant of 借[jie4]	textbook,lesson_11
<font size="7">词典</font>	<b><font size="5">cídiǎn</font></b><br>dictionary (of Chinese compound words)<br>also written 辭典|辞典[ci2 dian3]<br>CL:部[bu4],本[ben3]	textbook,lesson_11
<font size="7">还</font>	<b><font size="5">huán</font></b><br>to pay back<br>to return	textbook,lesson_11
<font size="7">灯</font>	<b><font size="5">dēng</font></b><br>lamp<br>light<br>lantern<br>CL:盞|盏[zhan3]	textbook,lesson_11
<font size="7">会议</font>	<b><font size="5">hùiyì</font></b><br>meeting<br>conference<br>CL:場|场[chang3],屆|届[jie4]	textbook,lesson_11
<font size="7">结束</font>	<b><font size="5">jiéshù</font></b><br>termination<br>to finish<br>to end<br>to conclude<br>to close	textbook,lesson_11
<font size="7">忘记</font>	<b><font size="5">wàngjì</font></b><br>to forget	textbook,lesson_11
<font size="7">空调</font>	<b><font size="5">kōngdiào</font></b><br>air conditioning<br>air conditioner (including units that have a heating mode)<br>CL:臺|台[tai2]	textbook,lesson_11
<font size="7">关</font>	<b><font size="5">guān</font></b><br>mountain pass<br>to close<br>to shut<br>to turn off<br>to concern<br>to involve	textbook,lesson_11
<font size="7">地铁</font>	<b><font size="5">dìtiě</font></b><br>subway<br>metro	textbook,lesson_11
<font size="7">双</font>	<b><font size="5">shuāng</font></b><br>two<br>double<br>pair<br>both<br>even (number)	textbook,lesson_11
<font size="7">筷子</font>	<b><font size="5">kuàizǐ</font></b><br>chopsticks<br>CL:對|对[dui4],根[gen1],把[ba3],雙|双[shuang1]	textbook,lesson_11
<font size="7">啤酒</font>	<b><font size="5">píjǐu</font></b><br>beer (loanword)<br>CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]	textbook,lesson_11
<font size="7">口</font>	<b><font size="5">kǒu</font></b><br>mouth<br>classifier for things with mouths (people, domestic animals, cannons, wells etc)<br>classifier for bites or mouthfuls	textbook,lesson_11
<font size="7">瓶子</font>	<b><font size="5">píngzǐ</font></b><br>bottle<br>CL:個|个[ge4]	textbook,lesson_11
<font size="7">笔记本</font>	<b><font size="5">bǐjìběn</font></b><br>notebook (stationery)<br>CL:本[ben3]<br>notebook (computing)	textbook,lesson_11
<font size="7">电子邮件</font>	<b><font size="5">diànzǐyóujiàn</font></b><br>email<br>CL:封[feng1],份[fen4]	textbook,lesson_11
<font size="7">习惯</font>	<b><font size="5">xíguàn</font></b><br>habit<br>custom<br>usual practice<br>to be used to<br>CL:個|个[ge4]	textbook,lesson_11
<font size="7">太阳</font>	<b><font size="5">tàiyáng</font></b><br>sun<br>CL:個|个[ge4]<br>abbr. for 太陽穴|太阳穴[tai4 yang2 xue2]	textbook,lesson_12
<font size="7">西</font>	<b><font size="5">xī</font></b><br>west	textbook,lesson_12
<font size="7">生气</font>	<b><font size="5">shēngqì</font></b><br>to get angry<br>to take offense<br>angry<br>vitality<br>liveliness	textbook,lesson_12
<font size="7">行李箱</font>	<b><font size="5">xínglǐxiāng</font></b><br>suitcase<br>baggage compartment<br>overhead bin<br>(car) trunk<br>boot	textbook,lesson_12
<font size="7">自己</font>	<b><font size="5">zìjǐ</font></b><br>oneself<br>one's own	textbook,lesson_12
<font size="7">包</font>	<b><font size="5">bāo</font></b><br>to cover<br>to wrap<br>to hold<br>to include<br>to take charge of<br>to contract (to or for)<br>package<br>wrapper<br>container<br>bag<br>to hold or embrace<br>bundle<br>packet<br>CL:個|个[ge4],隻|只[zhi1]	textbook,lesson_12
<font size="7">发现</font>	<b><font size="5">fāxiàn</font></b><br>to find<br>to discover	textbook,lesson_12
<font size="7">护照</font>	<b><font size="5">hùzhào</font></b><br>passport<br>CL:本[ben3],個|个[ge4]	textbook,lesson_12
<font size="7">起飞</font>	<b><font size="5">qǐfēi</font></b><br>(of an aircraft) to take off	textbook,lesson_12
<font size="7">司机</font>	<b><font size="5">sījī</font></b><br>chauffeur<br>driver<br>CL:個|个[ge4]	textbook,lesson_12
<font size="7">教</font>	<b><font size="5">jiào</font></b><br>religion<br>teaching<br>to make<br>to cause<br>to tell	textbook,lesson_12
<font size="7">画</font>	<b><font size="5">huà</font></b><br>to draw<br>picture<br>painting<br>CL:幅[fu2],張|张[zhang1]<br>classifier for paintings etc<br>variant of 劃|划[hua4]	textbook,lesson_12
<font size="7">需要</font>	<b><font size="5">xūyào</font></b><br>to need<br>to want<br>to demand<br>to require<br>requirement<br>need	textbook,lesson_12
<font size="7">黑板</font>	<b><font size="5">hēibǎn</font></b><br>blackboard<br>CL:塊|块[kuai4],個|个[ge4]	textbook,lesson_12
<font size="7">终于</font>	<b><font size="5">zhōngyú</font></b><br>at last<br>in the end<br>finally<br>eventually	textbook,lesson_13
<font size="7">爷爷</font>	<b><font size="5">yéyé</font></b><br>(coll.) father's father<br>paternal grandfather<br>CL:個|个[ge4]	textbook,lesson_13
<font size="7">礼物</font>	<b><font size="5">lǐwù</font></b><br>gift<br>present<br>CL:件[jian4],個|个[ge4],份[fen4]	textbook,lesson_13
<font size="7">奶奶</font>	<b><font size="5">nǎinǎi</font></b><br>(informal) grandma (paternal grandmother)<br>(respectful) mistress of the house<br>CL:位[wei4]<br>(coll.) boobies<br>breasts	textbook,lesson_13
<font size="7">遇到</font>	<b><font size="5">yùdào</font></b><br>to meet<br>to run into<br>to come across	textbook,lesson_13
<font size="7">一边</font>	<b><font size="5">yībiān</font></b><br>one side<br>either side<br>on the one hand<br>on the other hand<br>doing while	textbook,lesson_13
<font size="7">过去</font>	<b><font size="5">guòqù</font></b><br>(verb suffix)	textbook,lesson_13
<font size="7">一般</font>	<b><font size="5">yībān</font></b><br>same<br>ordinary<br>so-so<br>common<br>general<br>generally<br>in general	textbook,lesson_13
<font size="7">愿意</font>	<b><font size="5">yuànyì</font></b><br>to wish<br>to want<br>ready<br>willing (to do sth)	textbook,lesson_13
<font size="7">起来</font>	<b><font size="5">qǐlái</font></b><br>(after a verb) indicating the beginning and continuation of an action or a state<br>indicating an upward movement (e.g. after 站[zhan4])<br>bringing things together (e.g. after 收拾[shou1 shi5])<br>(after a perception verb, e.g. 看[kan4]) expressing preliminary judgment<br>also pr. [qi3 lai5]	textbook,lesson_13
<font size="7">应该</font>	<b><font size="5">yìnggāi</font></b><br>ought to<br>should<br>must	textbook,lesson_13
<font size="7">生活</font>	<b><font size="5">shēnghuó</font></b><br>life<br>activity<br>to live<br>livelihood	textbook,lesson_13
<font size="7">校长</font>	<b><font size="5">xiàocháng</font></b><br>(college, university) president<br>headmaster<br>CL:個|个[ge4],位[wei4],名[ming2]	textbook,lesson_13
<font size="7">坏</font>	<b><font size="5">huài</font></b><br>bad<br>spoiled<br>broken<br>to break down<br>(suffix) to the utmost	textbook,lesson_13
<font size="7">经常</font>	<b><font size="5">jīngcháng</font></b><br>frequently<br>constantly<br>regularly<br>often<br>day-to-day<br>everyday<br>daily	textbook,lesson_13
